Species ID,Legacy ID,Botanical Name,Common Name,Family,Native Status,Plant Type,Life Cycle,Sun,Soil Moisture,Urban Toughness,Evidence Level,Primary References,record_status,evidence_status,poc_caveat
BCNPPD-0337,CDF-0337,Potentilla gracilis,Slender Prairie Cinquefoil,,Pending review,,,,,,Pending review,SRC-0355,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0125,CDF-0125,Poverty oatgrass,Danthonia spicata,,Pending review,,,,,,Pending review,SRC-0107,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0126,CDF-0126,Prairie woodrush,Luzula subsessilis,,Pending review,,,,,,Pending review,SRC-0108,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0340,CDF-0340,Prunella vulgaris,Self Heal,,Pending review,,,,,,Pending review,SRC-0359;SRC-0378;SRC-0380;SRC-0379,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0127,CDF-0127,Prunella vulgaris ssp lanceolata,Self-heal,,Pending review,,,,,,Pending review,SRC-0109,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0003,CDF-0003,Prunella vulgaris var. lanceolata,Lanceleaf Self-heal,Lamiaceae,Native variety in BC,,Perennial,Sun to part shade,Mesic,5,C,SRC-0005;SRC-0004,poc_candidate,candidate_attributed,"PoC candidate row generated from the legacy workbook; use for inspection and prioritization, not final planting decisions."
BCNPPD-0483,CDF-0483,Prunus americana,American Wild Plum,,Pending review,,,,,,Pending review,SRC-0450,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0481,CDF-0481,Prunus nigra,Canada Wild Plum,,Pending review,,,,,,Pending review,SRC-0448,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0432,CDF-0432,Prunus virginiana var melanocarpa,Chokecherry,,Pending review,,,,,,Pending review,SRC-0384,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0417,CDF-0417,Pseudoroegneria spicata,Bluebunch Wheatgrass,,Pending review,,,,,,Pending review,SRC-0378;SRC-0379,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0052,CDF-0052,Pteridium aquilinum,bracken fern,,Pending review,,,,,,Pending review,SRC-0025;SRC-0034,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0168,CDF-0168,Pycnanthemum californicum,California Mountain Mint,,Pending review,,,,,,Pending review,SRC-0151,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0270,CDF-0270,Quercus garryana,Garry Oak Acorns,,Pending review,,,,,,Pending review,SRC-0268,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0477,CDF-0477,Quercus macrocarpa,Bur Oak Acorns,,Pending review,,,,,,Pending review,SRC-0444,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0332,CDF-0332,Ranunculus occidentalis,Western Buttercup,,Pending review,,,,,,Pending review,SRC-0346,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0172,CDF-0172,Ranunculus orthorhynchus,Straight Beaked Buttercup,,Pending review,,,,,,Pending review,SRC-0155,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0359,CDF-0359,Ratibida columnifera,Mexican Hat,,Pending review,,,,,,Pending review,SRC-0370;SRC-0374;SRC-0371,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0128,CDF-0128,Red columbine,Aquilegia formosa,,Pending review,,,,,,Pending review,SRC-0110,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0129,CDF-0129,Red maids,Calandrinia menziesii,,Pending review,,,,,,Pending review,SRC-0111,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0380,CDF-0380,Reseda odorata,Sweet Mignonette,,Pending review,,,,,,Pending review,SRC-0373,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0289,CDF-0289,Rhinanthus minor,Yellow Rattle,,Pending review,,,,,,Pending review,SRC-0290,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0448,CDF-0448,Rhus glabra,Smooth Sumac,,Pending review,,,,,,Pending review,SRC-0405,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0460,CDF-0460,Ribes americanum,Wild American Black Currant Berry Bush Zone 3 30+,,Pending review,,,,,,Pending review,SRC-0419,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0489,CDF-0489,Ribes aureum,Golden Currant Native Perennial Berry Bush Zone 3 100+,,Pending review,,,,,,Pending review,SRC-0456,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0038,CDF-0038,Ribes sanguineum,Red-flowering Currant,,Pending review,,,,,,Pending review,SRC-0025,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0039,CDF-0039,Rosa nutkana,Nootka Rose,,Pending review,,,,,,Pending review,SRC-0025,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0444,CDF-0444,Rosa woodsii,Wild Rose,,Pending review,,,,,,Pending review,SRC-0399,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0429,CDF-0429,Rubus idaeus,Wild Raspberry,,Pending review,,,,,,Pending review,SRC-0381,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0040,CDF-0040,Rubus parviflorus,Thimbleberry,,Pending review,,,,,,Pending review,SRC-0025,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0041,CDF-0041,Rubus spectabilis,Salmonberry,,Pending review,,,,,,Pending review,SRC-0025,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0458,CDF-0458,Rudbeckia columnifera,"Upright Prairie Coneflower, Mexican Hat Native Perennial Flower 50+",,Pending review,,,,,,Pending review,SRC-0417,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0356,CDF-0356,Rudbeckia hirta,Gloriosa Daisy,,Pending review,,,,,,Pending review,SRC-0370;SRC-0372,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0457,CDF-0457,Rudbeckia laciniata,Cutleaf Coneflower Native Perennial Flower 100+,,Pending review,,,,,,Pending review,SRC-0416,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0306,CDF-0306,Rudbeckia occidentalis,Western Coneflower,,Pending review,,,,,,Pending review,SRC-0312,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0202,CDF-0202,Rumex acetosa,Grande Oseille,,Pending review,,,,,,Pending review,SRC-0186,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0300,CDF-0300,Sagittaria latifolia,Wapato,,Pending review,,,,,,Pending review,SRC-0304,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0042,CDF-0042,Salix discolor,Pussy Willow,,Pending review,,,,,,Pending review,SRC-0025,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0475,CDF-0475,Sambucus caerulea,Blue Elderberry,,Pending review,,,,,,Pending review,SRC-0442,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0436,CDF-0436,Sambucus racemosa,Red Elderberry,,Pending review,,,,,,Pending review,SRC-0388,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0315,CDF-0315,Sanguisorba annua,Prairie Burnet,,Pending review,,,,,,Pending review,SRC-0324,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0182,CDF-0182,Sanicula bipinnatifida,Purple Sanicle,,Pending review,,,,,,Pending review,SRC-0165,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0043,CDF-0043,Sanicula crassicaulis,Pacific Sanicle,,Pending review,,,,,,Pending review,SRC-0025;SRC-0273,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0301,CDF-0301,Schoenoplectus tabernaemontani,Softstem Bulrush,,Pending review,,,,,,Pending review,SRC-0305,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0216,CDF-0216,Scirpus cyperinus,Woolgrass,,Pending review,,,,,,Pending review,SRC-0206,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0266,CDF-0266,Scrophularia lanceolata,Lanceleaf/Narrow Leaf Figwort,,Pending review,,,,,,Pending review,SRC-0263,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0491,CDF-0491,Scutellaria lateriflora,American Skullcap,,Pending review,,,,,,Pending review,SRC-0458,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0130,CDF-0130,Sea blush,Plectritis congesta,,Pending review,,,,,,Pending review,SRC-0112,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0131,CDF-0131,Sea thrift,Armeria maritima,,Pending review,,,,,,Pending review,SRC-0113,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0132,CDF-0132,Seacoast angelica,Angelica lucida,,Pending review,,,,,,Pending review,SRC-0114,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0133,CDF-0133,Seaside plantain,Plantago maritima,,Pending review,,,,,,Pending review,SRC-0115,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0274,CDF-0274,Secale multicaule,Perennial Forest Rye / Waldstaudenroggen,,Pending review,,,,,,Pending review,SRC-0274,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0437,CDF-0437,Shepherdia argentea,Silver Buffaloberry Yellow Fruit Variety 50+,,Pending review,,,,,,Pending review,SRC-0389;SRC-0390,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0134,CDF-0134,Shortspur sea blush,Plectritis brachystemon,,Pending review,,,,,,Pending review,SRC-0116,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0343,CDF-0343,Sidalcea campestris,Meadow Checkermallow,,Pending review,,,,,,Pending review,SRC-0362,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0135,CDF-0135,Sidalcea hendersonii,Henderson's Checkermallow,,Pending review,,,,,,Pending review,SRC-0117;SRC-0314,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0318,CDF-0318,Sidalcea malviflora,Rose Checkermallow,,Pending review,,,,,,Pending review,SRC-0328,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0210,CDF-0210,Sidalcea oregana,Oregon Checkermallow,,Pending review,,,,,,Pending review,SRC-0198,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0189,CDF-0189,Sisyrinchium bellum,California Blue Eyed Grass,,Pending review,,,,,,Pending review,SRC-0172,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0287,CDF-0287,Sisyrinchium californicum,Golden Eyed Grass,,Pending review,,,,,,Pending review,SRC-0288,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0051,CDF-0051,Sisyrinchium idahoense,Idaho blue-eyed-grass,,Pending review,,,,,,Pending review,SRC-0025;SRC-0033;SRC-0337,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0136,CDF-0136,Slender tarweed,Madia gracilis,,Pending review,,,,,,Pending review,SRC-0118,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0137,CDF-0137,Slender-foot sedge,Carex leptopoda,,Pending review,,,,,,Pending review,SRC-0119,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0138,CDF-0138,Slimleaf onion,Allium amplectens,,Pending review,,,,,,Pending review,SRC-0120,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0139,CDF-0139,Slough sedge,Carex obnupta,,Pending review,,,,,,Pending review,SRC-0121,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0140,CDF-0140,Small-flowered alumroot,Heuchera micrantha,,Pending review,,,,,,Pending review,SRC-0122,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0141,CDF-0141,Small-flowered blue-eyed mary,Collinsia parviflora,,Pending review,,,,,,Pending review,SRC-0123,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0142,CDF-0142,Small-flowered bulrush,Scirpus microcarpus,,Pending review,,,,,,Pending review,SRC-0124,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0143,CDF-0143,Small-flowered fiddleneck,Amsinckia menziesii,,Pending review,,,,,,Pending review,SRC-0125,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0144,CDF-0144,Small-flowered lupine,Lupinus polycarpus,,Pending review,,,,,,Pending review,SRC-0126,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0145,CDF-0145,Small-flowered nemophila,Nemophila parviflora,,Pending review,,,,,,Pending review,SRC-0127,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0146,CDF-0146,Soft-stemmed bulrush,Schoenoplectus tabernaemontani,,Pending review,,,,,,Pending review,SRC-0128,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0335,CDF-0335,Solidago canadensis,Canada Goldenrod,,Pending review,,,,,,Pending review,SRC-0351,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0044,CDF-0044,Solidago lepida,Canada Goldenrod,,Pending review,,,,,,Pending review,SRC-0025,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0452,CDF-0452,Sorbus americana,American Mountain Ash,,Pending review,,,,,,Pending review,SRC-0411,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0147,CDF-0147,Spike bentgrass,Agrostis exarata,,Pending review,,,,,,Pending review,SRC-0129,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0418,CDF-0418,Sporabolus cryptandus,Sand Dropseed,,Pending review,,,,,,Pending review,SRC-0378,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0148,CDF-0148,Spring gold,Lomatium utriculatum,,Pending review,,,,,,Pending review,SRC-0130,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0149,CDF-0149,Stachys chamissonis var cooleyae,Hedge-nettle,,Pending review,,,,,,Pending review,SRC-0131,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0338,CDF-0338,Stachys cooleyae,Cooley's Hedge Nettle,,Pending review,,,,,,Pending review,SRC-0357,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0150,CDF-0150,Sticky cinquefoil,Drymocallis glandulosa,,Pending review,,,,,,Pending review,SRC-0132,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0151,CDF-0151,Stinging nettle,Urtica dioica ssp. gracilis,,Pending review,,,,,,Pending review,SRC-0133,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0152,CDF-0152,Straight-beaked buttercup,Ranunculus orthorhynchus,,Pending review,,,,,,Pending review,SRC-0134,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0045,CDF-0045,Symphoricarpos albus,Snowberry,,Pending review,,,,,,Pending review,SRC-0025;SRC-0439,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0451,CDF-0451,Symphoricarpos orbiculatus,Indian Currant,,Pending review,,,,,,Pending review,SRC-0410,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0425,CDF-0425,Symphoyotrichum subspicatum,Douglas Aster,,Pending review,,,,,,Pending review,SRC-0378,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0181,CDF-0181,Symphyotrichum laeve,Smooth Blue Aster,,Pending review,,,,,,Pending review,SRC-0164;SRC-0372,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0492,CDF-0492,Symphyotrichum novae-angliae,New England Aster Native Perennial Flower 100+,,Pending review,,,,,,Pending review,SRC-0459,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0046,CDF-0046,Symphyotrichum subspicatum,Douglas' aster,,Pending review,,,,,,Pending review,SRC-0025;SRC-0030;SRC-0342;SRC-0378;SRC-0380;SRC-0379,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0374,CDF-0374,Tagetes patula,French Marigold,,Pending review,,,,,,Pending review,SRC-0373,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0006,CDF-0006,Tellima grandiflora,Fringecup,Saxifragaceae,Native in coastal BC,,Perennial,Part shade to shade,Mesic,4,C,SRC-0009;SRC-0004;SRC-0135;SRC-0306;SRC-0378;SRC-0380;SRC-0379,poc_candidate,candidate_attributed,"PoC candidate row generated from the legacy workbook; use for inspection and prioritization, not final planting decisions."
BCNPPD-0153,CDF-0153,Thick-headed sedge,Carex pachystachya,,Pending review,,,,,,Pending review,SRC-0136,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0369,CDF-0369,Thymophylla tenuiloba,Dahlberg Daisy,,Pending review,,,,,,Pending review,SRC-0373,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0215,CDF-0215,Thymus pulegioides,Field Thyme,,Pending review,,,,,,Pending review,SRC-0205,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0254,CDF-0254,Thymus serpyllum,Wild Creeping Thyme,,Pending review,,,,,,Pending review,SRC-0251,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0007,CDF-0007,Tiarella trifoliata,Foamflower,Saxifragaceae,Native in coastal BC,,Perennial,Part shade to shade,Mesic to moist,4,C,SRC-0010;SRC-0004,poc_candidate,candidate_attributed,"PoC candidate row generated from the legacy workbook; use for inspection and prioritization, not final planting decisions."
BCNPPD-0154,CDF-0154,Tomcat clover,Trifolium willdenovii,,Pending review,,,,,,Pending review,SRC-0137,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0155,CDF-0155,Tower mustard,Turritis glabra,,Pending review,,,,,,Pending review,SRC-0138,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0397,CDF-0397,Tradescantia occidentalis,Prairie Spiderwort,,Pending review,,,,,,Pending review,SRC-0372,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0291,CDF-0291,Triantha occidentalis,False Asphodel,,Pending review,,,,,,Pending review,SRC-0293,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0305,CDF-0305,Trifolium cilolatum,Foothill Clover,,Pending review,,,,,,Pending review,SRC-0311,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0234,CDF-0234,Trifolium macrocephalum,Large Headed Clover,,Pending review,,,,,,Pending review,SRC-0226,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0276,CDF-0276,Trifolium microcephalum,Maiden Clover,,Pending review,,,,,,Pending review,SRC-0276,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0228,CDF-0228,Trifolium obtusiflorum,Creek Clover,,Pending review,,,,,,Pending review,SRC-0219,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0323,CDF-0323,Trifolium willdenovii,Tomcat Clover,,Pending review,,,,,,Pending review,SRC-0334,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0350,CDF-0350,Trifolium wormskioldii,Springbank Clover,,Pending review,,,,,,Pending review,SRC-0369;SRC-0378,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0419,CDF-0419,Trisetum spicatum,Spike Trisetum,,Pending review,,,,,,Pending review,SRC-0378,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0156,CDF-0156,Triteleia hyacinthina,Fool's Onion,,Pending review,,,,,,Pending review,SRC-0139;SRC-0201;SRC-0202,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0226,CDF-0226,Triteleia laxa,Ithuriel’s Spear,,Pending review,,,,,,Pending review,SRC-0217,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0157,CDF-0157,Tufted hairgrass,Deschampsia cespitosa,,Pending review,,,,,,Pending review,SRC-0140,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0435,CDF-0435,Typha angustifolia,Cattail,,Pending review,,,,,,Pending review,SRC-0387,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0445,CDF-0445,Ulmus americana,American Elm,,Pending review,,,,,,Pending review,SRC-0401,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0442,CDF-0442,Urtica dioica,Stinging Nettle,,Pending review,,,,,,Pending review,SRC-0396,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0456,CDF-0456,Vaccinium angustifolium,Wild Lowbush Blueberry,,Pending review,,,,,,Pending review,SRC-0415,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0047,CDF-0047,Vaccinium ovalifolium,Oval-leaved Blueberry,,Pending review,,,,,,Pending review,SRC-0025,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0048,CDF-0048,Vaccinium ovatum,Evergreen Huckleberry,,Pending review,,,,,,Pending review,SRC-0025,poc_candidate,candidate_unreviewed,"User-submitted expansion candidate; identity, native range, traits, sources, pollinator relationships, and planting suitability require review before use."
BCNPPD-0158,CDF-0158,Vari-leaved collomia,Collomia heterophylla,,Pending review,,,,,,Pending review,SRC-0141,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0487,CDF-0487,Verbena hastata,Blue Vervain,,Pending review,,,,,,Pending review,SRC-0454,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0472,CDF-0472,Viburnum cassinoides,Wild Raisin Native Ornamental Shrub 50+,,Pending review,,,,,,Pending review,SRC-0438,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
BCNPPD-0480,CDF-0480,Viburnum lentago,Nannyberry Zone 3 30+,,Pending review,,,,,,Pending review,SRC-0447,poc_candidate,candidate_provider_approved,"Provider-approved observation remains candidate PoC data pending source, taxonomy, and ecological review."
